feature,stat_spearman_rho,effect_spearman_rho,p_value,p_adj_bh,direction
f1,-0.7396714132599724,-0.7396714132599724,2.05178945698562e-45,2.6262905049415937e-43,down
f72,0.5733870016408485,0.5733870016408485,1.0891853486782367e-23,6.970786231540715e-22,up
f0,-0.5352311223390279,-0.5352311223390279,2.6529686729731737e-20,1.1319333004685542e-18,down
f74,-0.5275946062178593,-0.5275946062178593,1.1251124469441985e-19,3.600359830221435e-18,down
f80,0.4677717616908044,0.4677717616908044,2.8689556125471668e-15,7.344526368120747e-14,up
f99,-0.4475027347259298,-0.4475027347259298,5.83061264891359e-14,1.2438640317682325e-12,down
f106,-0.44287116226172696,-0.44287116226172696,1.1288211391114e-13,2.06413008294656e-12,down
f117,0.4398349817856635,0.4398349817856635,1.7312448227867796e-13,2.7699917164588474e-12,up
f78,0.4335855163544165,0.4335855163544165,4.119901494977259e-13,5.859415459523213e-12,up
f69,0.3720780017616331,0.3720780017616331,8.566086174028617e-10,9.96780936614239e-09,up
f102,-0.3724409207762235,-0.3724409207762235,8.225232936646146e-10,9.96780936614239e-09,down
f75,0.36992298865299517,0.36992298865299517,1.0890436639150144e-09,1.161646574842682e-08,up
f73,0.3570596870998525,0.3570596870998525,4.401480679331482e-09,4.333765591957152e-08,up
f84,0.33409562353262945,0.33409562353262945,4.583456610889919e-08,4.1905889013850687e-07,up
f109,0.3303894945556321,0.3303894945556321,6.573862628631168e-08,5.609696109765263e-07,up
f70,0.3275296927206596,0.3275296927206596,8.655041797113105e-08,6.924033437690484e-07,up
f58,-0.3262195550779883,-0.3262195550779883,9.808053559700479e-08,7.38488738612742e-07,down
f3,0.3236043606588497,0.3236043606588497,1.2567129548017572e-07,8.936625456368052e-07,up
f66,0.30742470515037984,0.30742470515037984,5.533209340153044e-07,3.72763576599784e-06,up
f94,0.30324750729244415,0.30324750729244415,7.999174037944254e-07,5.119471384284323e-06,up
f42,0.29755113043943304,0.29755113043943304,1.3102265472623727e-06,7.986142764265891e-06,up
