feature,stat_mannwhitney_u,effect_mean_diff,p_value,p_adj_bh,direction
f11,9200.0,-0.25561349384556853,0.006369574104346579,0.4076527426781811,down
f34,12714.0,0.2584394829458255,0.05140428856953484,0.8224686171125575,up
f43,9743.0,-0.19655615355172423,0.04492807505778939,0.8224686171125575,down
f48,12714.0,0.2507609079789302,0.05140428856953484,0.8224686171125575,up
f26,12623.0,0.18021071533076802,0.06770614411189074,0.8666386446322015,up
f0,11834.0,0.05782226880304912,0.4373319121116115,0.9212235898636673,up
f1,11905.0,0.1132686439001426,0.38363630813643146,0.9212235898636673,up
f2,11035.0,-0.0011471215509170213,0.7752423203460109,0.9212235898636673,down
f4,11489.0,0.04363141159278447,0.7508859970848788,0.9212235898636673,up
f6,11842.0,0.10298047195010882,0.4310737893417239,0.9212235898636673,up
f8,10191.0,-0.16252344522742473,0.1588390194647612,0.9212235898636673,down
f9,11012.0,-0.021063383416730225,0.7518960915058626,0.9212235898636673,down
f10,10438.0,-0.09234781002067563,0.2800526108334176,0.9212235898636673,down
f12,10209.0,-0.17527058940468004,0.1660442495985559,0.9212235898636673,down
f13,11848.0,0.07058407638755461,0.4264144726717848,0.9212235898636673,up
f14,10762.0,-0.0719727446719233,0.516390495542568,0.9212235898636673,down
f15,10726.0,-0.06894571440618386,0.4859032012994302,0.9212235898636673,down
f16,11785.0,0.08917975177368735,0.47678569401997983,0.9212235898636673,up
f17,10845.0,-0.015334179582385955,0.5902756051908506,0.9212235898636673,down
f18,10803.0,-0.07046309863641098,0.5522823329292581,0.9212235898636673,down
f19,10583.0,-0.1154806084155868,0.3749770201474095,0.9212235898636673,down
f20,11017.0,-0.029819332080326416,0.756952908684073,0.9212235898636673,down
f22,10672.0,-0.0972867876270302,0.4420596288461027,0.9212235898636673,down
f23,11761.0,0.07567342145157441,0.4967989068830545,0.9212235898636673,up
f24,11484.0,-0.012154444027050064,0.75594070462389,0.9212235898636673,down
f25,11907.0,0.07717648092900845,0.38218465234239596,0.9212235898636673,up
f27,10423.0,-0.1295142044226756,0.27125896853658904,0.9212235898636673,down
f28,12210.0,0.1015825948421044,0.20152937859666165,0.9212235898636673,up
f29,10518.0,-0.11013507869323327,0.3301996415775107,0.9212235898636673,down
f30,10948.0,-0.03708462197846161,0.6881759493897115,0.9212235898636673,down
f31,10631.0,-0.09542082280274192,0.4103398874153906,0.9212235898636673,down
f37,10667.0,-0.03103846156352512,0.4381178378060041,0.9212235898636673,down
f38,11778.0,0.0999427384173557,0.4825768726159354,0.9212235898636673,up
f39,11687.0,0.08307965588116661,0.5612186048511238,0.9212235898636673,up
f40,10586.0,-0.0740450749460864,0.3771304374510873,0.9212235898636673,down
f41,10979.0,0.0012315952250550807,0.7187969896378725,0.9212235898636673,up
f42,11963.0,0.08858861016633492,0.342915369252645,0.9212235898636673,up
f44,11644.0,0.07699644387715227,0.6004215472034069,0.9212235898636673,up
f45,10821.0,-0.0890373909218371,0.5684176282997562,0.9212235898636673,down
f46,10630.0,-0.13601330757506597,0.4095835209172568,0.9212235898636673,down
f49,10883.0,0.049307051487933344,0.6256530800569271,0.9212235898636673,up
f50,10386.0,-0.09540979889364365,0.2503831550401433,0.9212235898636673,down
f51,12318.0,0.16579775730096613,0.15532634592665848,0.9212235898636673,up
f52,11685.0,0.05131641099098749,0.5630142188241185,0.9212235898636673,up
f53,11608.0,0.023036474026983514,0.6341640017482097,0.9212235898636673,up
f54,10508.0,-0.12454595052146843,0.3236313648904605,0.9212235898636673,down
f55,11747.0,0.09956237947314335,0.5086768197475593,0.9212235898636673,up
f56,10897.0,-0.04831820307731118,0.6389133777827569,0.9212235898636673,down
f57,11037.0,-0.015377995760039606,0.7772824039474693,0.9212235898636673,down
f58,10751.0,-0.0514455859425876,0.5069709088831174,0.9212235898636673,down
f59,11013.0,-0.03584988893974697,0.7529066110836541,0.9212235898636673,down
f61,10915.0,-0.06692609807059131,0.6561329405663641,0.9212235898636673,down
f62,10705.0,-0.12624942618151933,0.468579020593221,0.9212235898636673,down
f63,12270.0,0.15224647994103752,0.17475788116790392,0.9212235898636673,up
f5,11442.0,0.035445189146984794,0.7987935094224619,0.9295051746006829,up
f3,11387.0,0.017024025112983385,0.8558201885369288,0.9455062115477225,up
f32,11101.0,-0.0003179442686398661,0.8433026193471427,0.9455062115477225,down
f60,11386.0,0.017374153340057756,0.8568650042151236,0.9455062115477225,up
f33,11160.0,-0.052177422915026986,0.905168449509043,0.9655130128096459,down
f36,11343.0,0.04299774555864055,0.9020055093515051,0.9655130128096459,up
f7,11241.0,-0.0027488299028520444,0.9909725345031911,1.0,down
f21,11250.0,-0.016584088247662537,1.0,1.0,down
f35,11264.0,0.04342033036998312,0.985662726411564,1.0,up
f47,11289.0,0.0017841138081390456,0.9591279107124423,1.0,up
